P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.179488	9.79997	0	0.655809	146.281	192.205	133.707
APHP	APLP	GL	0.0863211	3.84984	5.90984e-05	0.0950907	154.529	173.916	146.277
APLP	APHP	MADHP	0.0172494	1.27431	0.101276	0.0129331	182.861	150.192	145.098
APLP	APHP	MADLP	0.0292468	1.97237	0.0242835	0.0231233	177.233	153.368	144.652
APLP	APHP	OH	0.00871004	0.84183	0.199942	0.0230008	181.69	148.34	145.778
APHP	APLP	OL	0.00655697	0.493682	0.310765	0.0113674	186.285	146.886	144.972
APHP	APLP	TACHP	0.00825251	0.439542	0.330135	0.0146846	170.691	152.66	150.161
APHP	APLP	TACLP	0.000355017	0.0152181	0.493929	0.000259268	173.928	149.519	149.412
GH	GL	APHP	0.0152937	0.756966	0.224535	0.314311	195.145	143.461	139.139
GH	APHP	MADHP	0.031161	1.26735	0.102516	0.0234783	174.715	154.62	145.275
GH	APHP	MADLP	0.0448801	1.97844	0.0239398	0.0356628	169.659	158.368	144.763
GH	APHP	OH	0.023879	1.63524	0.0509998	0.0619119	174.036	153.259	146.111
GH	APHP	OL	0.00463421	0.337203	0.367982	0.00806193	177.886	149.147	147.771
GH	APHP	TACHP	0.0175698	0.804937	0.210428	0.030536	164.345	156.389	150.988
GH	APHP	TACLP	0.0266357	1.14555	0.125991	0.0193053	167.511	155.569	147.496
GL	APHP	MADHP	0.0241879	0.764001	0.222433	0.0184468	179.227	154.81	147.498
GL	APHP	MADLP	0.0502102	1.46725	0.0711546	0.0402118	176.709	161.095	145.691
APHP	GL	OH	0.00194541	0.07673	0.469419	0.00539292	176.073	151.562	150.974
GL	APHP	OL	0.00170313	0.0676882	0.473017	0.00297964	182.283	149.223	148.715
APHP	GL	TACHP	0.0268685	0.652533	0.257029	0.0492248	163.907	160.002	151.629
APHP	GL	TACLP	0.0700149	1.32408	0.092738	0.0538913	162.766	168.562	146.503
MADHP	MADLP	APHP	0.0482494	1.81905	0.0344519	0.246944	333.678	95.6355	86.8315
OH	MADHP	APHP	0.00282985	0.151272	0.43988	0.0187759	268.386	120.755	120.073
OL	MADHP	APHP	0.0324569	1.17284	0.12043	0.199996	233.748	137.472	128.828
TACHP	APHP	MADHP	0.0238096	0.937085	0.174357	0.0188374	172.644	160.505	153.039
TACLP	APHP	MADHP	0.0636846	2.7203	0.00326118	0.0483439	172.942	164.788	145.056
OH	MADLP	APHP	0.0390121	2.14367	0.0160298	0.261329	264.517	126.313	116.828
OL	MADLP	APHP	0.0681977	2.85455	0.00215489	0.403709	249.102	136.64	119.193
TACHP	APHP	MADLP	0.0580599	2.28749	0.0110835	0.0470876	169.165	165.829	147.63
TACLP	APHP	MADLP	0.0512228	1.55591	0.0598651	0.0417905	164.95	165.601	149.462
OL	OH	APHP	0.0276887	1.8731	0.0305274	0.184226	207.616	147.753	139.792
TACHP	APHP	OH	0.0247025	1.72295	0.0424487	0.0659128	172.19	159.369	151.686
TACLP	APHP	OH	0.0423356	1.96111	0.0249333	0.106004	170.632	161.798	148.654
TACHP	APHP	OL	0.0476377	3.25354	0.00056989	0.078948	179.083	158.301	143.904
TACLP	APHP	OL	0.0577602	2.40661	0.00805075	0.0955078	178.168	161.372	143.748
