APHP	APLP	GH	318.844	59.2299	66.4035	231.073	65.083	209.087	224.057	316.907	-50.7142
APHP	APLP	GL	322.618	58.6908	67.4949	394.793	65.083	213.262	385.966	319.711	-50.7142
APHP	APLP	MADHP	456.411	53.8942	50.0267	386.727	65.083	354.639	390.296	471.433	-50.7142
APHP	APLP	MADLP	456.523	52.2682	49.9182	401.026	65.083	355.553	403.547	471.938	-50.7142
APHP	APLP	OH	447.783	53.0812	50.725	149.645	65.083	344.893	151.93	461.955	-50.7142
APHP	APLP	OL	455.149	52.5218	49.5975	231.497	65.083	352.968	234.557	470.989	-50.7142
APHP	APLP	TACHP	295.498	60.5655	69.5635	310.622	65.083	182.859	301.641	292.947	-50.7142
APHP	APLP	TACLP	295.927	61.2926	69.2293	408.926	65.083	181.987	400.98	293.633	-50.7142
APHP	GH	GL	43.7965	39.4831	310.19	394.793	231.073	213.262	124.106	-33.4052	209.087
APHP	GH	MADHP	273.923	131.02	113.49	386.727	231.073	354.639	404.442	392.147	209.087
APHP	GH	MADLP	273.561	128.92	112.982	401.026	231.073	355.553	416.224	392.53	209.087
APHP	GH	OH	265.735	130.647	113.29	149.645	231.073	344.893	168.999	385.347	209.087
APHP	GH	OL	271.449	128.437	112.011	231.497	231.073	352.968	247.959	391.762	209.087
APHP	GH	TACHP	113.114	137.796	173.539	311.208	231.073	182.859	275.64	173.041	209.087
APHP	GH	TACLP	113.823	138.802	170.985	408.926	231.073	181.987	376.724	176.238	209.087
APHP	GL	MADHP	268.521	129.932	116.019	386.727	394.793	354.639	400.815	547.281	213.262
APHP	GL	MADLP	267.371	127.043	115.053	401.026	394.793	355.553	412.436	547.105	213.262
APHP	GL	OH	260.742	129.968	114.997	149.645	394.793	344.893	166.95	540.569	213.262
APHP	GL	OL	266.43	127.73	113.611	231.497	394.793	352.968	245.901	547.588	213.262
APHP	GL	TACHP	104.696	133.692	187.621	308.903	394.793	182.859	253.431	311.795	213.262
APHP	GL	TACLP	103.487	132.779	185.355	408.926	394.793	181.987	356.293	312.842	213.262
APHP	MADHP	MADLP	72.8374	71.099	411.644	401.026	386.727	355.053	60.4539	47.6268	354.139
APHP	MADHP	OH	118.483	126.298	285.618	149.645	386.727	344.893	-11.3386	219.548	354.639
APHP	MADHP	OL	110.266	110.156	320.974	231.497	386.727	352.968	19.475	175.217	354.639
APHP	MADHP	TACHP	127.078	294.663	106.1	311.493	386.727	182.859	500.371	407.172	354.639
APHP	MADHP	TACLP	124.794	292.675	110.962	408.926	386.727	181.987	590.838	400.131	354.639
APHP	MADLP	OH	122.502	132.055	273.023	149.645	401.026	344.893	6.61172	251.341	355.553
APHP	MADLP	OL	110.909	112.538	315.747	231.497	401.026	352.968	26.5197	197.325	355.553
APHP	MADLP	TACHP	126.512	295.835	104.699	311.993	401.026	182.859	502.898	422.408	355.553
APHP	MADLP	TACLP	124.605	294.225	109.019	408.926	401.026	181.987	594.278	416.566	355.553
APHP	OH	OL	133.792	125.867	269.085	231.497	149.645	352.968	87.6333	14.6851	344.893
APHP	OH	TACHP	126.515	286.285	109.882	310.792	149.645	182.859	487.759	165.644	344.893
APHP	OH	TACLP	125.326	285.392	113.858	408.926	149.645	181.987	580.617	160.492	344.893
APHP	OL	TACHP	125.785	293.48	104.78	310.701	231.497	182.859	498.493	252.034	352.968
APHP	OL	TACLP	124.093	292.085	108.509	408.926	231.497	181.987	592.648	246.562	352.968
APHP	TACHP	TACLP	27.0951	27.3923	351.892	408.926	308.708	181.987	84.4093	-17.0441	182.859
APLP	GH	GL	43.4422	40.7593	302.662	385.966	224.057	319.711	124.106	-33.4052	316.907
APLP	GH	MADHP	280.014	126.07	112.407	390.296	224.057	471.433	404.442	392.147	316.907
APLP	GH	MADLP	278.773	124.608	111.021	403.547	224.057	471.938	416.224	392.53	316.907
APLP	GH	OH	271.091	126.473	111.472	151.93	224.057	461.955	168.999	385.347	316.907
APLP	GH	OL	276.595	123.484	109.983	234.557	224.057	470.989	247.959	391.762	316.907
APLP	GH	TACHP	113.502	140.008	166.753	302.557	224.057	292.947	273.493	173.041	316.907
APLP	GH	TACLP	114.15	139.892	164.138	400.98	224.057	293.633	376.724	176.238	316.907
APLP	GL	MADHP	275.852	124.592	114.546	390.296	385.966	471.433	400.815	547.281	319.711
APLP	GL	MADLP	273.796	122.314	112.674	403.547	385.966	471.938	412.436	547.105	319.711
APLP	GL	OH	267.423	125.489	112.873	151.93	385.966	461.955	166.95	540.569	319.711
APLP	GL	OL	272.884	122.456	111.262	234.557	385.966	470.989	245.901	547.588	319.711
APLP	GL	TACHP	106.514	135.703	180.635	302.581	385.966	292.947	255.847	311.795	319.711
APLP	GL	TACLP	105.079	133.504	178.143	400.98	385.966	293.633	356.293	312.842	319.711
APLP	MADHP	MADLP	71.056	70.8352	413.73	403.547	390.296	471.938	60.4539	47.6268	471.433
APLP	MADHP	OH	116.972	126.299	287.974	151.93	390.296	461.955	-11.3386	219.548	471.433
