0.0921075,-0.0372329,0.16981,0.0228681,0.232716,0.181691,0.127289,0.0473815,0.309715,0.284654,0.290113,0.326982,0.224266,0.161483,0.0996473,-0.0550316,0.0489092,-0.105431,-0.111559,-0.112914	-0.25056,-0.429224,-0.245742,-0.301232,-0.327217,0.237882,0.418763,0.372467,0.335316,0.37676,0.334625,0.32104,0.245721,-0.372367,-0.260339,-0.323356,-0.235526,-0.25209,-0.365483,-0.382662	0.334938,0.398357,0.398905,0.321883,0.520312,-0.0587296,-0.307886,-0.330926,-0.0285678,-0.10317,-0.0492981,0.00663928,-0.0227063,0.50357,0.350883,0.273186,0.281196,0.150663,0.264717,0.281929
0.0420175,-0.00850075,0.264313,-0.0164708,0.18761,0.0377875,0.614457,0.525344,0.638305,0.800556,0.69923,0.736114,0.67699,0.550289,0.612094,0.535331,0.327223,0.327019,0.353659,0.157443	-0.513442,-0.601875,-0.554125,-0.637798,-0.70169,-0.234523,0.479293,0.417374,0.384556,0.604254,0.411822,0.693269,0.665482,0.149904,0.264076,0.228299,0.141223,-0.0704203,-0.291557,-0.260519	0.543729,0.596426,0.713881,0.627924,0.785848,0.269919,0.191588,0.138293,0.336299,0.380238,0.403639,0.0874954,0.0209441,0.436382,0.415117,0.349781,0.195012,0.388493,0.584905,0.401494
0.188989,0.0717345,0.218533,0.00118856,0.0342536,-0.67393,-0.880155,-0.779036,-0.776769,-0.910037,-0.786207,-0.743015,-0.792438,-0.5888,-0.682244,-0.702039,-0.38772,-0.63956,-0.763596,-0.619759	0.113209,0.00495356,-0.0539807,0.000849356,-0.0755804,-0.473544,-0.73015,-0.483143,-0.708856,-0.846533,-0.724934,-0.698581,-0.774398,-0.848327,-0.853125,-0.811103,-0.638255,-0.704081,-0.8391,-0.712207	0.0774368,0.0668047,0.269337,0.000339208,0.10955,-0.294311,-0.419764,-0.47448,-0.151124,-0.276556,-0.142478,-0.0923885,-0.0466926,0.518531,0.408844,0.253301,0.332922,0.117375,0.210161,0.165498
0.0729246,0.0677503,0.224576,0.00174765,0.000853819,-0.672791,-0.886284,-0.778735,-0.774682,-0.904561,-0.776479,-0.732448,-0.736605,-0.601763,-0.671505,-0.701744,-0.378824,-0.642025,-0.764061,-0.613424	0.0236838,-0.0293982,-0.0820071,-0.0656396,-0.158173,-0.473364,-0.741337,-0.489317,-0.68965,-0.838856,-0.714202,-0.692834,-0.721593,-0.852984,-0.849083,-0.81337,-0.63067,-0.708675,-0.839118,-0.708472	0.0493261,0.0969553,0.301039,0.0673796,0.159005,-0.292619,-0.422629,-0.467594,-0.182575,-0.272408,-0.139812,-0.0804284,-0.0320455,0.516166,0.413128,0.260065,0.330903,0.122291,0.209153,0.168107
0.175983,0.0785624,0.21904,-0.0184655,-0.00815238,-0.663024,-0.880182,-0.783466,-0.779224,-0.913784,-0.770611,-0.715271,-0.787918,-0.598485,-0.672339,-0.698961,-0.394609,-0.640283,-0.762662,-0.616201	0.0205372,-0.00505345,-0.0501475,-0.0316562,-0.187006,-0.470223,-0.731582,-0.490271,-0.693108,-0.855001,-0.702522,-0.681194,-0.779071,-0.852334,-0.849765,-0.816831,-0.651091,-0.706082,-0.838053,-0.709416	0.15601,0.0835827,0.266263,0.0131984,0.179127,-0.280141,-0.417327,-0.476051,-0.187244,-0.268768,-0.148463,-0.0664564,-0.0229102,0.518175,0.413899,0.274712,0.345164,0.120091,0.208929,0.16561
0.163597,0.0813958,0.224802,-0.00087015,-0.00258114,-0.598745,-0.839612,-0.744129,-0.723508,-0.840258,-0.695493,-0.617177,-0.695306,-0.527375,-0.616446,-0.673224,-0.381332,-0.61854,-0.725519,-0.577497	0.0698609,-0.0828385,-0.08219,-0.0829516,-0.239453,-0.385145,-0.653084,-0.454756,-0.635326,-0.759151,-0.624019,-0.59244,-0.704077,-0.818917,-0.824729,-0.804185,-0.646451,-0.696756,-0.814886,-0.688271	0.09482,0.163134,0.301423,0.0820873,0.237019,-0.27762,-0.412979,-0.437381,-0.163198,-0.22398,-0.12628,-0.038996,0.017182,0.513165,0.423684,0.285565,0.351855,0.137456,0.218615,0.183849
0.0611334,-0.171676,0.0927084,-0.0614975,0.274429,0.693035,-0.0222667,-0.123835,0.168943,0.150903,0.00248652,0.121486,0.0467123,0.00818276,-0.047409,-0.151707,-0.0763639,-0.222991,-0.201821,-0.182661	-0.422073,-0.620875,-0.433208,-0.485985,-0.531408,0.618343,0.296,0.281997,0.231931,0.277531,-0.0161026,0.192018,-0.0303123,-0.515806,-0.448698,-0.427538,-0.384821,-0.34056,-0.380339,-0.430053	0.471052,0.502791,0.50561,0.437565,0.703276,0.130703,-0.316183,-0.392139,-0.0655573,-0.132163,0.0185883,-0.0722168,0.0769157,0.521786,0.41001,0.294963,0.317796,0.127232,0.19336,0.268483
-0.0350034,-0.178789,0.0351882,-0.115986,0.293217,0.739261,0.849935,0.669206,0.777889,0.778504,0.585271,0.571135,0.670023,0.57058,0.640626,0.570386,0.307479,0.505863,0.561737,0.412187	-0.40752,-0.630118,-0.490199,-0.544682,-0.574188,0.643366,0.753469,0.669235,0.661025,0.719945,0.331613,0.617365,0.520425,-0.00292365,0.320661,0.260513,0.0350785,0.329702,0.356785,-0.0444293	0.377908,0.50863,0.516479,0.457606,0.742411,0.182872,0.268261,-5.28812e-05,0.24056,0.133233,0.314744,-0.0714092,0.22969,0.572549,0.402687,0.363954,0.275371,0.211423,0.256324,0.448405
0.0469587,0.0716941,0.312162,0.412198,0.115783,0.107229,0.453483,0.408551,0.498168,0.506846,0.453837,0.413297,0.315851,-0.123919,-0.177639,-0.229269,-0.0874164,-0.118911,-0.103954,-0.0791173	-0.302727,-0.278935,-0.278346,-0.317063,-0.50049,-0.236639,0.0359705,-0.00820479,0.21502,0.235233,0.136257,0.378525,0.284085,0.194689,0.000595185,-0.0851748,0.0931266,-0.207767,-0.252163,-0.0943994	0.344784,0.343755,0.543301,0.644968,0.582517,0.335359,0.424436,0.415364,0.317116,0.30838,0.338513,0.0412211,0.0348971,-0.311102,-0.178215,-0.146964,-0.179085,0.0911067,0.152199,0.0153971
-0.211963,-0.497708,-0.211684,-0.251335,-0.418139,-0.315056,-0.508406,-0.475618,-0.545835,-0.626742,-0.429932,-0.418391,-0.294295,0.236918,0.289841,0.268843,0.192633,0.250947,0.289328,0.135056	0.157028,-0.159336,-0.00384781,0.155948,-0.0600716,0.0609162,-0.114299,-0.0343706,-0.396752,-0.364902,-0.278125,-0.298846,-0.243991,-0.153435,-0.0982703,0.0766026,-0.0553195,0.198537,0.194758,0.159807	-0.357105,-0.367517,-0.208006,-0.391921,-0.367293,-0.368892,-0.418421,-0.448581,-0.190293,-0.339479,-0.172424,-0.136629,-0.054196,0.376661,0.377363,0.196282,0.245338,0.0551576,0.100217,-0.0252974
