0.0481927,-0.126694,-0.342337,-0.0307303,-0.0884334,0.0407547,0.0878409,0.428296,0.203381,0.141159,0.0130049,-0.0408785,0.156005,0.00910881,0.121948,0.242256,0.418431,0.194286,0.232337,0.150183	-0.333193,-0.178754,-0.178059,-0.0859566,-0.13789,-0.298841,-0.328283,0.0375228,-0.332976,-0.220354,-0.204969,-0.0940115,-0.273091,-0.323154,-0.164714,0.0218622,0.0670646,-0.263545,-0.183875,-0.290574	0.375359,0.053266,-0.174942,0.0553725,0.0500666,0.33551,0.40446,0.397156,0.502338,0.350608,0.217394,0.0533381,0.411562,0.331287,0.281018,0.221568,0.361511,0.435531,0.399159,0.422328
0.246843,-0.107633,-0.375493,-0.0234837,-0.0804373,0.0495215,0.165636,0.437435,0.165319,0.140458,0.00948018,-0.00825829,0.179,0.0597828,0.120265,0.262049,0.444884,0.212577,0.250125,0.161124	-0.442416,-0.256847,-0.306214,-0.149895,-0.162756,-0.301341,-0.315175,0.043313,-0.408985,-0.171311,-0.191888,-0.0933643,-0.133195,-0.223616,-0.153724,0.0747096,0.256651,-0.205873,-0.162775,-0.260582	0.621398,0.153456,-0.0782794,0.126858,0.0834103,0.345704,0.456956,0.401733,0.537932,0.304443,0.201003,0.0851717,0.304925,0.27966,0.269015,0.191081,0.212496,0.400905,0.396746,0.404714
-0.16675,-0.013041,-0.236008,0.00618975,0.0238475,0.0371801,-0.0624838,-0.0481029,0.112677,0.0740723,-0.0762873,-0.0533731,-0.073383,-0.156698,-0.147678,-0.0834044,0.0497577,-0.0532261,-0.0434637,0.0104238	-0.463336,-0.359622,-0.365495,-0.545095,-0.568181,-0.312156,-0.667537,-0.660269,-0.360166,-0.550936,-0.515621,-0.266815,-0.603913,-0.620176,-0.756369,-0.457485,-0.679097,-0.482206,-0.536408,-0.637824	0.32142,0.348214,0.141711,0.549431,0.584114,0.345328,0.631389,0.632247,0.454403,0.600503,0.457323,0.216526,0.555132,0.513367,0.685231,0.388921,0.705031,0.44028,0.504711,0.643966
-0.155721,-0.0068342,-0.280053,-0.0140969,0.0306425,0.035379,-0.0446362,-0.0572532,0.0961328,0.0742719,-0.0686022,-0.1513,-0.112992,-0.150771,-0.149861,-0.0701869,0.0604939,-0.0462804,-0.0487795,0.0141603	-0.469963,-0.320426,-0.447786,-0.474511,-0.550448,-0.352934,-0.693551,-0.657698,-0.36328,-0.544537,-0.499519,-0.177689,-0.607089,-0.600683,-0.777742,-0.447618,-0.664686,-0.501448,-0.532561,-0.660329	0.339055,0.31428,0.191783,0.463515,0.571452,0.383524,0.669646,0.62394,0.44391,0.594755,0.446207,0.0271181,0.530487,0.494716,0.710717,0.389674,0.697148,0.465981,0.496685,0.668241
-0.143274,-0.070326,-0.268851,0.0136911,0.00891235,0.00666097,-0.0486452,0.0339416,0.0671364,0.00953987,-0.0415278,-0.0988632,-0.0313098,-0.123771,-0.0737947,-0.0822503,0.0629581,-0.0745257,-0.00874357,0.0532376	-0.322933,-0.307863,-0.307182,-0.466657,-0.530145,-0.434268,-0.593473,-0.666426,-0.478862,-0.61817,-0.511405,-0.232048,-0.604143,-0.590636,-0.732079,-0.542102,-0.62581,-0.46763,-0.516305,-0.648484	0.188375,0.242794,0.0417815,0.477299,0.536522,0.439657,0.561025,0.684876,0.528992,0.62403,0.480073,0.136312,0.583878,0.503686,0.695878,0.481313,0.662659,0.407298,0.509863,0.678304
-0.169861,-0.0446577,-0.244724,0.0231811,0.0419905,0.0440211,-0.0585485,-0.0388518,0.0753997,0.0541675,-0.0451212,-0.078984,-0.0377932,-0.153569,-0.14493,-0.0900343,0.0444376,-0.0612943,-0.0422502,0.0373971	-0.381575,-0.278276,-0.373985,-0.522339,-0.574753,-0.357153,-0.667244,-0.663283,-0.421766,-0.57683,-0.52909,-0.248711,-0.524153,-0.634068,-0.764307,-0.528567,-0.65548,-0.467326,-0.550281,-0.657528	0.226387,0.236558,0.142283,0.538994,0.602209,0.394964,0.633441,0.640949,0.481843,0.611879,0.495805,0.173128,0.496189,0.532334,0.696533,0.460445,0.680107,0.418005,0.520123,0.678247
0.10308,-0.138212,-0.234868,0.0223133,0.277468,0.0551154,0.130521,0.120835,-0.063472,0.00894151,0.0345334,-0.0667068,0.171247,0.023069,0.160807,0.197659,0.219799,0.0399754,0.0412552,0.0599422	-0.150497,-0.138256,-0.247237,-0.557852,-0.437272,-0.253985,-0.075663,-0.174644,-0.521943,-0.406848,-0.182632,-0.220107,-0.0098972,-0.392684,-0.475768,-0.207628,-0.480781,-0.289634,-0.162242,-0.594514	0.249704,4.53436e-05,0.0131313,0.573033,0.637404,0.304833,0.204167,0.289373,0.47418,0.414282,0.215805,0.155686,0.180838,0.412021,0.591334,0.38931,0.633622,0.325837,0.202144,0.631936
0.230822,-0.0756387,-0.251376,-0.000939314,0.282386,-0.017996,0.112553,0.131888,-0.0423589,-0.0060266,0.0282426,-0.0649496,0.167749,-0.0384219,0.141928,0.226741,0.0673605,0.0616758,0.0325211,0.0123103	-0.430251,-0.300877,-0.293281,-0.555081,-0.429236,-0.320055,-0.0744582,-0.239358,-0.484855,-0.419933,-0.191397,-0.233013,-0.0249087,-0.467485,-0.439109,-0.0553428,-0.590369,-0.254421,-0.169279,-0.618762	0.601352,0.230483,0.0452398,0.554431,0.634691,0.303809,0.185457,0.359885,0.451774,0.414956,0.218458,0.170646,0.191856,0.436911,0.54695,0.278588,0.632573,0.311213,0.200695,0.626302
0.557257,0.0655824,0.371612,0.37966,0.614096,0.612402,0.630743,0.949623,0.834514,0.709671,0.903914,0.712287,0.426781,0.676216,0.926235,0.829895,0.679044,0.686856,0.712262,0.854265	0.0806997,-0.0397702,0.21454,0.295018,0.566325,0.551517,0.569906,0.946336,0.703938,0.78799,0.934802,0.672001,0.634525,0.776283,0.95364,0.870751,0.881486,0.817384,0.743749,0.89479	0.498997,0.105079,0.170679,0.0953188,0.0732442,0.0919362,0.0949791,0.0324351,0.316508,-0.177681,-0.199252,0.0772736,-0.284895,-0.210638,-0.23482,-0.147299,-0.5043,-0.29762,-0.0669564,-0.171998
-0.353081,0.0969405,0.142733,-0.0455722,0.282296,-0.17481,0.046211,0.0912013,-0.17788,0.281905,-0.0493189,0.00779309,-0.194578,0.0485926,-0.121672,-0.0825671,0.209359,-0.0237325,-0.0737375,0.0464653	-0.411743,-0.202999,-0.261226,-0.521468,-0.432913,-0.160106,-0.318955,-0.361024,-0.11977,-0.172454,-0.3799,-0.151957,-0.467604,-0.254239,-0.692675,-0.307019,-0.487109,-0.096117,-0.289176,-0.362126	0.0686411,0.294151,0.389438,0.487481,0.637322,-0.0151278,0.359862,0.43781,-0.0593754,0.433294,0.336894,0.159561,0.300353,0.299136,0.623555,0.23029,0.632015,0.07255,0.220133,0.40183
